make,model,year,bodytype,trim,price,mpg_city,mpg_hwy,mpg_comb,Fuel Type,hp,Engine,torque_lbft,cargo_cuft,0 - 60,curb_weight_lbs,Drivetrain,Transmission Type,Recommended Fuel,Fuel Capacity,Wheel Base,Overall Length,Front Head Room,Front Leg Room,Front Shoulder Room,Width with mirrors,Turning Diameter,Blind-Spot Alert,Collision Warning System,Child Seat Anchors,Child Door Locks,Traction Control,Bluetooth Wireless Technology,Cruise Control,Remote Keyless Entry,Remote Engine Start,Smartphone Interface,Internet Access,Navigation System,Voice Recognition System,Real-Time Traffic Information,Hands Free Phone,Premium Radio,Bluetooth Streaming Audio,Satellite Radio,Remote Control Liftgate/Trunk Release,Heated Mirrors,Leather Seats,Folding Rear Seat,Dual Power Front Seats,Power Driver's Seat,Leather-Wrapped Steering Wheel,Power Outlet,Power Windows,Rear Window Defroster,Steering Wheel Controls,Tilt Steering Wheel,Tilt/Telescoping Steering Wheel,Cup Holder Count,Alloy Wheels,Fog Lights,Power Folding Exterior Mirrors,Rear Spoiler,Rain Sensing Windshield Wipers,Alarm System,Dual-Clutch Automatic Transmission,Hill Start Assist,Stability Control
Honda,CR-V,2017,Default,CR-V Touring Sport Utility 4D,17950,27,33,29,Gas,190,"4-Cyl, Turbo, 1.5 Liter",179,,,3512,AWD,Automatic,Regular,14 gallons,104.7 inches,180.6 inches,37.8 inches,41.3 inches,57.9 inches,73 inches,37.4 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,,Standard,Standard
Honda,CR-V,2017,Default,CR-V EX-L Sport Utility 4D,17950,27,33,29,Gas,190,"4-Cyl, Turbo, 1.5 Liter",179,,,3492,AWD,Automatic,Regular,14 gallons,104.7 inches,180.6 inches,38 inches,41.3 inches,57.9 inches,73 inches,37.4 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,Not Available,Standard,,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,CR-V,2020,Default,CR-V LX Sport Utility 4D,19150,27,32,29,Gas,190,"4-Cyl, Turbo, 1.5 Liter",179,75.8,,3455,AWD,Automatic,Regular,14 gallons,104.7 inches,182.1 inches,40.1 inches,41.3 inches,57.9 inches,73 inches,37.4 feet,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Standard,,Standard,Not Available,,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Standard,Not Available,Not Available,,Standard,Standard
Honda,CR-V,2020,Default,CR-V EX Sport Utility 4D,21400,27,32,29,Gas,190,"4-Cyl, Turbo, 1.5 Liter",179,75.8,,3514,AWD,Automatic,Regular,14 gallons,104.7 inches,182.1 inches,38 inches,41.3 inches,57.9 inches,73 inches,37.4 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,Not Available,Standard,,Standard,Standard,,Standard,Not Available,Standard,Not Available,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,CR-V,2020,Default,CR-V EX-L Sport Utility 4D,22300,27,32,29,Gas,190,"4-Cyl, Turbo, 1.5 Liter",179,75.8,,3529,AWD,Automatic,Regular,14 gallons,104.7 inches,182.1 inches,38 inches,41.3 inches,57.9 inches,73 inches,37.4 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,Not Available,Standard,,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,CR-V,2020,Default,CR-V Touring Sport Utility 4D,23400,27,32,29,Gas,190,"4-Cyl, Turbo, 1.5 Liter",179,75.8,,3569,AWD,Automatic,Regular,14 gallons,104.7 inches,182.1 inches,38 inches,41.3 inches,57.9 inches,73 inches,37.4 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,,Standard,Standard
Honda,CR-V,2023,Default,CR-V LX Sport Utility 4D,25200,27,32,29,Gas,190,"4-Cyl, Turbo, 1.5 Liter",179,76.5,,3591,AWD,Automatic,Regular,14 gallons,106.3 inches,184.8 inches,40 inches,41.3 inches,57.9 inches,73.5 inches,37.3 feet,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Standard,Standard,,,,Standard,,Standard,Not Available,,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Standard,,Standard,,Standard,,Standard,Standard
Honda,CR-V,2023,Default,CR-V EX Sport Utility 4D,26700,27,32,29,Gas,190,"4-Cyl, Turbo, 1.5 Liter",179,76.5,,3616,AWD,Automatic,Regular,14 gallons,106.3 inches,184.8 inches,38.2 inches,41.3 inches,57.9 inches,73.5 inches,37.3 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,,Standard,Not Available,,Standard,Not Available,Standard,Not Available,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,,Standard,,Standard,Standard
Honda,CR-V,2023,Default,CR-V EX-L Sport Utility 4D,30000,27,32,29,Gas,190,"4-Cyl, Turbo, 1.5 Liter",179,76.5,,3635,AWD,Automatic,Regular,14 gallons,106.3 inches,184.8 inches,38.2 inches,41.3 inches,57.9 inches,73.5 inches,37.3 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,Standard,,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 Regular Cab XL Pickup 2D 8 ft,12750,18,24,20,Flexible Fuel,282,"V6, Flex Fuel, 3.5 Liter",253,,,4152,2WD,Automatic,Regular,36 gallons,141.1 inches,227.9 inches,40.8 inches,43.9 inches,66.7 inches,,46.1 feet,Not Available,Optional,Standard,Not available,Standard,Not Available,Optional,Optional,Not Available,Not Available,,Not Available,Optional,Not Available,Optional,Not Available,,Optional,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,Not Available,Standard,Optional,Optional,,Standard,Standard,Standard,Optional,Optional,Not Available,,Not Available,Optional,,Standard,Standard
Ford,F-150,2017,Default,F150 Regular Cab XL Pickup 2D 6 1/2 ft,13100,18,24,20,Flexible Fuel,282,"V6, Flex Fuel, 3.5 Liter",253,,,4051,2WD,Automatic,Regular,23 gallons,122.4 inches,209.3 inches,40.8 inches,43.9 inches,66.7 inches,,40.7 feet,Not Available,Optional,Standard,Not available,Standard,Not Available,Optional,Optional,Not Available,Not Available,,Not Available,Optional,Not Available,Optional,Not Available,,Optional,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,Not Available,Standard,Optional,Optional,,Standard,Standard,Standard,Optional,Optional,Not Available,,Not Available,Optional,,Standard,Standard
Ford,F-150,2017,Default,F150 Super Cab XL Pickup 4D 8 ft,15100,19,26,22,Gas,325,"V6, EcoBoost, TT, 2.7L",375,,,4621,2WD,Automatic,Regular,36 gallons,163.7 inches,250.5 inches,40.8 inches,43.9 inches,66.7 inches,,53 feet,Not Available,Optional,Standard,Standard,Standard,Not Available,Optional,Optional,Not Available,Not Available,,Not Available,Optional,Not Available,Optional,Not Available,,Optional,Not Available,Optional,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Optional,Optional,,Standard,Standard,Standard,Optional,Optional,Not Available,,Not Available,Optional,,Standard,Standard
Ford,F-150,2017,Default,F150 Regular Cab XLT Pickup 2D 6 1/2 ft,15650,18,24,20,Flexible Fuel,282,"V6, Flex Fuel, 3.5 Liter",253,,,4051,2WD,Automatic,Regular,23 gallons,122.4 inches,209.3 inches,40.8 inches,43.9 inches,66.7 inches,,40.7 feet,Not Available,Optional,Standard,Not available,Standard,Not Available,Standard,Standard,Optional,Optional,,Optional,Standard,Optional,Standard,Not Available,,Optional,Not Available,Optional,Not Available,Not Available,Not Available,Optional,Optional,Standard,Standard,Optional,,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 Super Cab XL Pickup 4D 6 1/2 ft,15900,19,26,22,Gas,325,"V6, EcoBoost, TT, 2.7L",375,,,4647,2WD,Automatic,Regular,36 gallons,145 inches,231.9 inches,40.8 inches,43.9 inches,66.7 inches,,47.1 feet,Not Available,Optional,Standard,Standard,Standard,Not Available,Optional,Optional,Not Available,Optional,,Not Available,Optional,Not Available,Optional,Not Available,,Optional,Not Available,Optional,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Optional,Optional,,Standard,Standard,Standard,Optional,Optional,Not Available,,Not Available,Optional,,Standard,Standard
Ford,F-150,2017,Default,F150 SuperCrew Cab XL Pickup 4D 6 1/2 ft,16050,19,26,22,Gas,325,"V6, EcoBoost, TT, 2.7L",375,,,4583,2WD,Automatic,Regular,36 gallons,156.8 inches,243.7 inches,40.8 inches,43.9 inches,66.7 inches,,51.1 feet,Not Available,Optional,Standard,Standard,Standard,Not Available,Optional,Optional,Not Available,Optional,,Not Available,Optional,Not Available,Optional,Not Available,,Optional,Not Available,Optional,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Optional,Optional,,Standard,Standard,Standard,Optional,Optional,Not Available,,Not Available,Optional,,Standard,Standard
Ford,F-150,2017,Default,F150 Regular Cab XLT Pickup 2D 8 ft,17500,15,21,17,Flexible Fuel,385,"V8, Flex Fuel, 5.0 Liter",387,,,4393,4WD,Automatic,Regular,36 gallons,141.1 inches,227.9 inches,40.8 inches,43.9 inches,66.7 inches,,46.1 feet,Not Available,Optional,Standard,Not available,Standard,Not Available,Standard,Standard,Optional,Optional,,Optional,Standard,Optional,Standard,Not Available,,Optional,Not Available,Optional,Not Available,Not Available,Not Available,Optional,Optional,Standard,Standard,Optional,,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 Super Cab XLT Pickup 4D 8 ft,18050,15,18,16,Gas,365,"V6, EcoBoost, TT, 3.5L",420,,,4801,4WD,Automatic,Regular,36 gallons,163.7 inches,250.5 inches,40.8 inches,43.9 inches,66.7 inches,,53 feet,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,,Optional,Standard,Optional,Standard,Not Available,,Optional,Not Available,Optional,Not Available,Standard,Optional,Optional,Optional,Standard,Standard,Optional,,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 Super Cab XLT Pickup 4D 6 1/2 ft,18700,18,23,20,Gas,325,"V6, EcoBoost, TT, 2.7L",375,,,4647,4WD,Automatic,Regular,36 gallons,145 inches,231.9 inches,40.8 inches,43.9 inches,66.7 inches,,47.1 feet,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,,Optional,Standard,Optional,Standard,Not Available,,Optional,Not Available,Optional,Not Available,Standard,Optional,Optional,Optional,Standard,Standard,Optional,,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 SuperCrew Cab XLT Pickup 4D 5 1/2 ft,20000,18,23,20,Gas,325,"V6, EcoBoost, TT, 2.7L",375,,,4729,4WD,Automatic,Regular,36 gallons,145 inches,231.9 inches,40.8 inches,43.9 inches,66.7 inches,,47.8 feet,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,,Optional,Standard,Optional,Standard,Not Available,,Optional,Not Available,Optional,Not Available,Standard,Optional,Optional,Optional,Standard,Standard,Optional,,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 SuperCrew Cab XL Pickup 4D 5 1/2 ft,20300,18,23,20,Gas,325,"V6, EcoBoost, TT, 2.7L",375,,,4729,4WD,Automatic,Regular,36 gallons,145 inches,231.9 inches,40.8 inches,43.9 inches,66.7 inches,,47.8 feet,Not Available,Optional,Standard,Standard,Standard,Not Available,Optional,Optional,Not Available,Optional,,Not Available,Optional,Not Available,Optional,Not Available,,Optional,Not Available,Optional,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Optional,Optional,,Standard,Standard,Standard,Optional,Optional,Not Available,,Not Available,Optional,,Standard,Standard
Ford,F-150,2017,Default,F150 Super Cab Lariat Pickup 4D 6 1/2 ft,20300,18,23,20,Gas,325,"V6, EcoBoost, TT, 2.7L",375,,,4783,4WD,Automatic,Regular,36 gallons,145 inches,231.9 inches,40.8 inches,43.9 inches,66.7 inches,,47.1 feet,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Standard,,Optional,Standard,Optional,Standard,Optional,,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,,Optional,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 SuperCrew Cab XLT Pickup 4D 6 1/2 ft,21100,15,21,17,Flexible Fuel,385,"V8, Flex Fuel, 5.0 Liter",387,,,4894,4WD,Automatic,Regular,36 gallons,156.8 inches,243.7 inches,40.8 inches,43.9 inches,66.7 inches,,51.1 feet,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,,Optional,Standard,Optional,Standard,Not Available,,Optional,Not Available,Optional,Not Available,Standard,Optional,Optional,Optional,Standard,Standard,Optional,,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 SuperCrew Cab Lariat Pickup 4D 6 1/2 ft,22900,17,23,20,Gas,365,"V6, EcoBoost, TT, 3.5L",420,,,4894,4WD,Automatic,Regular,36 gallons,156.8 inches,243.7 inches,40.8 inches,43.9 inches,66.7 inches,,51.1 feet,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Standard,,Optional,Standard,Optional,Standard,Optional,,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,,Optional,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 Super Cab Lariat Pickup 4D 8 ft,23300,15,18,16,Gas,365,"V6, EcoBoost, TT, 3.5L",420,,,4801,4WD,Automatic,Regular,36 gallons,163.7 inches,250.5 inches,40.8 inches,43.9 inches,66.7 inches,,53 feet,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Standard,,Optional,Standard,Optional,Standard,Optional,,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,,Not Available,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 SuperCrew Cab Lariat Pickup 4D 5 1/2 ft,23800,17,23,20,Gas,365,"V6, EcoBoost, 3.5T",420,,,4816,4WD,Automatic,Regular,36 gallons,145 inches,231.9 inches,40.8 inches,43.9 inches,66.7 inches,,47.8 feet,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Standard,,Optional,Standard,Optional,Standard,Optional,,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,,Optional,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 SuperCrew Cab Platinum Pickup 4D 6 1/2 ft,24300,18,25,21,Gas,365,"V6, EcoBoost, TT, 3.5L",420,,,4621,2WD,Automatic,Regular,36 gallons,156.8 inches,243.7 inches,40.8 inches,43.9 inches,66.7 inches,,51.1 feet,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 SuperCrew Cab King Ranch Pickup 4D 6 1/2 ft,24700,15,22,18,Flexible Fuel,385,"V8, Flex Fuel, 5.0 Liter",387,,,4621,2WD,Automatic,Regular,36 gallons,156.8 inches,243.7 inches,40.8 inches,43.9 inches,66.7 inches,,51.1 feet,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,,Optional,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 SuperCrew Cab Limited Pickup 4D 5 1/2 ft,27000,17,23,20,Gas,365,"V6, EcoBoost, TT, 3.5L",420,,,4890,4WD,Automatic,Regular,36 gallons,145 inches,231.9 inches,40.8 inches,43.9 inches,66.7 inches,,47.8 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 SuperCrew Cab Platinum Pickup 4D 5 1/2 ft,27000,17,23,20,Gas,365,"V6, EcoBoost, TT, 3.5L",420,,,4850,4WD,Automatic,Regular,36 gallons,145 inches,231.9 inches,40.8 inches,43.9 inches,66.7 inches,,47.8 feet,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 SuperCrew Cab King Ranch Pickup 4D 5 1/2 ft,28300,17,23,20,Gas,365,"V6, EcoBoost, TT, 3.5L",420,,,4850,4WD,Automatic,Regular,36 gallons,145 inches,231.9 inches,40.8 inches,43.9 inches,66.7 inches,,47.8 feet,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,,Optional,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 Super Cab Raptor Pickup 4D 5 1/2 ft,30900,15,18,16,Gas,365,"V6, EcoBoost, TT, 3.5L",420,,,,4WD,Automatic,Regular,23 gallons,134.2 inches,Not Available,40.8 inches,43.9 inches,66.7 inches,,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,,Optional,Standard,Optional,Standard,Optional,,Standard,Optional,Optional,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Not Available,Optional,,Optional,Standard,,Standard,Standard
Ford,F-150,2017,Default,F150 SuperCrew Cab Raptor Pickup 4D 5 1/2 ft,32800,15,18,16,Gas,365,"V6, EcoBoost, TT, 3.5L",420,,,,4WD,Automatic,Regular,36 gallons,146 inches,231.9 inches,40.8 inches,43.9 inches,66.7 inches,,47.8 feet,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,,Optional,Standard,Optional,Standard,Optional,,Standard,Optional,Optional,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Not Available,Optional,,Optional,Standard,,Standard,Standard
Ford,F-150,2020,Default,F150 Regular Cab XL Pickup 2D 8 ft,16250,19,25,22,Flexible Fuel,290,"V6, Flex Fuel, 3.3 Liter",265,,,4164,2WD,Automatic,Regular,36 gallons,141.1 inches,227.9 inches,40.8 inches,43.9 inches,66.7 inches,,46.1 feet,Not Available,Optional,Standard,Not available,Standard,Not Available,Optional,Optional,Not Available,Not Available,,Not Available,Optional,Not Available,Optional,Not Available,,Optional,Not Available,Optional,Not Available,Not Available,Not Available,Optional,Not Available,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Optional,Optional,Not Available,,Not Available,Optional,,Standard,Standard
Ford,F-150,2020,Default,F150 SuperCrew Cab XL Pickup 4D 6 1/2 ft,18600,20,26,22,Gas,325,"V6, EcoBoost, Twin Turbo, 2.7 Liter",400,,,4628,2WD,Automatic,Regular,36 gallons,157 inches,243.7 inches,40.8 inches,43.9 inches,66.7 inches,,51.1 feet,Not Available,Optional,Standard,Standard,Not Available,Not Available,Optional,Optional,Not Available,Optional,,Not Available,Optional,Not Available,Optional,Not Available,,Optional,Not Available,Optional,Not Available,Standard,Not Available,Optional,Not Available,Standard,Optional,Optional,Not Available,Standard,Standard,Standard,Optional,Optional,Not Available,,Not Available,Optional,,Standard,Standard
Ford,F-150,2020,Default,F150 Regular Cab XLT Pickup 2D 6 1/2 ft,19100,19,25,22,Flexible Fuel,290,"V6, Flex Fuel, 3.3 Liter",265,,,4069,2WD,Automatic,Regular,23 gallons,122.4 inches,209.3 inches,40.8 inches,43.9 inches,66.7 inches,,40.7 feet,Not Available,Optional,Standard,Not available,Standard,Not Available,Standard,Standard,Optional,Standard,,Optional,Standard,Optional,Standard,Not Available,,Optional,Not Available,Optional,Not Available,Not Available,Not Available,Optional,Not Available,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Standard,,Standard,Standard
Ford,F-150,2020,Default,F150 Super Cab XL Pickup 4D 8 ft,19100,20,26,22,Gas,325,"V6, EcoBoost, Twin Turbo, 2.7 Liter",400,,,4645,2WD,Automatic,Regular,36 gallons,163.7 inches,250.5 inches,40.8 inches,43.9 inches,66.7 inches,,53 feet,Not Available,Optional,Standard,Standard,Standard,Not Available,Optional,Optional,Not Available,Not Available,,Not Available,Optional,Not Available,Optional,Not Available,,Optional,Not Available,Optional,Not Available,Standard,Not Available,Optional,Not Available,Standard,Optional,Optional,Not Available,Standard,Standard,Standard,Optional,Optional,Not Available,,Not Available,Optional,,Standard,Standard
Ford,F-150,2020,Default,F150 Regular Cab XL Pickup 2D 6 1/2 ft,19200,19,25,22,Flexible Fuel,290,"V6, Flex Fuel, 3.3 Liter",265,,,4069,2WD,Automatic,Regular,23 gallons,122.4 inches,209.3 inches,40.8 inches,43.9 inches,66.7 inches,,40.7 feet,Not Available,Optional,Standard,Not available,Standard,Not Available,Optional,Optional,Not Available,Not Available,,Not Available,Optional,Not Available,Optional,Not Available,,Optional,Not Available,Optional,Not Available,Not Available,Not Available,Optional,Not Available,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Optional,Optional,Not Available,,Not Available,Optional,,Standard,Standard
Ford,F-150,2020,Default,F150 Super Cab XL Pickup 4D 6 1/2 ft,22400,18,23,20,Gas,325,"V6, EcoBoost, Twin Turbo, 2.7 Liter",400,,,4675,4WD,Automatic,Regular,36 gallons,145 inches,231.9 inches,40.8 inches,43.9 inches,66.7 inches,,47.1 feet,Not Available,Optional,Standard,Standard,Standard,Not Available,Optional,Optional,Not Available,Optional,,Not Available,Optional,Not Available,Optional,Not Available,,Optional,Not Available,Optional,Not Available,Standard,Not Available,Optional,Not Available,Standard,Optional,Optional,Not Available,Standard,Standard,Standard,Optional,Optional,Not Available,,Not Available,Optional,,Standard,Standard
Ford,F-150,2020,Default,F150 Regular Cab XLT Pickup 2D 8 ft,23000,15,21,18,Flexible Fuel,395,"V8, Flex Fuel, 5.0 Liter",400,,,4418,4WD,Automatic,Regular,36 gallons,141.1 inches,227.9 inches,40.8 inches,43.9 inches,66.7 inches,,46.1 feet,Not Available,Optional,Standard,Not available,Standard,Not Available,Standard,Standard,Optional,Standard,,Optional,Standard,Optional,Standard,Not Available,,Optional,Not Available,Optional,Not Available,Not Available,Not Available,Optional,Not Available,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Standard,,Standard,Standard
Ford,F-150,2020,Default,F150 Super Cab XLT Pickup 4D 8 ft,23600,16,22,18,Gas,375,"V6, EcoBoost, Twin Turbo, 3.5 Liter",470,,,4928,4WD,Automatic,Regular,36 gallons,163.7 inches,250.5 inches,40.8 inches,43.9 inches,66.7 inches,,53 feet,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Standard,,Optional,Standard,Optional,Standard,Not Available,,Optional,Not Available,Optional,Not Available,Standard,Optional,Optional,Optional,Standard,Standard,Optional,Not Available,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Standard,,Standard,Standard
Ford,F-150,2020,Default,F150 Super Cab XLT Pickup 4D 6 1/2 ft,23900,18,23,20,Gas,325,"V6, EcoBoost, Twin Turbo, 2.7 Liter",400,,,4675,4WD,Automatic,Regular,36 gallons,145 inches,231.9 inches,40.8 inches,43.9 inches,66.7 inches,,47.1 feet,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Standard,,Optional,Standard,Optional,Standard,Not Available,,Optional,Not Available,Optional,Not Available,Standard,Optional,Optional,Optional,Standard,Standard,Optional,Not Available,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Standard,,Standard,Standard
Ford,F-150,2020,Default,F150 SuperCrew Cab XL Pickup 4D 5 1/2 ft,25200,18,23,20,Gas,325,"V6, EcoBoost, Twin Turbo, 2.7 Liter",400,,,4770,4WD,Automatic,Regular,36 gallons,145 inches,231.9 inches,40.8 inches,43.9 inches,66.7 inches,,47.8 feet,Not Available,Optional,Standard,Standard,Not Available,Not Available,Optional,Optional,Not Available,Optional,,Not Available,Optional,Not Available,Optional,Not Available,,Optional,Not Available,Optional,Not Available,Standard,Not Available,Optional,Not Available,Standard,Optional,Optional,Not Available,Standard,Standard,Standard,Optional,Optional,Not Available,,Not Available,Optional,,Standard,Standard
Ford,F-150,2020,Default,F150 Super Cab Lariat Pickup 4D 8 ft,25900,15,21,18,Flexible Fuel,395,"V8, Flex Fuel, 5.0 Liter",400,,,4928,4WD,Automatic,Regular,36 gallons,163.7 inches,250.5 inches,40.8 inches,43.9 inches,66.7 inches,,53 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Standard,,Optional,Standard,Optional,Standard,Not Available,,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Not Available,Standard,,Standard,Standard
Ford,F-150,2020,Default,F150 SuperCrew Cab XLT Pickup 4D 5 1/2 ft,26100,18,23,20,Gas,325,"V6, EcoBoost, Twin Turbo, 2.7 Liter",400,,,4770,4WD,Automatic,Regular,36 gallons,145 inches,231.9 inches,40.8 inches,43.9 inches,66.7 inches,,47.8 feet,Optional,Optional,Standard,Standard,Not Available,Standard,Standard,Standard,Optional,Standard,,Optional,Standard,Optional,Standard,Not Available,,Optional,Not Available,Optional,Not Available,Standard,Optional,Optional,Optional,Standard,Standard,Optional,Not Available,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Standard,,Standard,Standard
